file,event,length,width,depth,tracesum,tracemax,tracedev,padnum
1200p.h5,0,21.1310429180868,6.571122185969346,3.7166083914387213,129903.95014627489,7723.651276718969,2012.5371712485241,86
1200p.h5,1,24.28776348035568,6.418696626074404,2.2817317830696644,129446.91750014864,7880.46519890258,2034.2220375262773,84
1200p.h5,2,25.553696313850818,5.817853356220302,2.7942853609239586,130443.79486828054,7820.231763610891,2031.538879688089,84
1200p.h5,3,23.027059861467905,6.337397506581849,4.081461712686933,129866.40675293212,9400.732296489232,2243.8799990650296,84
1200p.h5,4,23.002762596582237,6.236722845071254,3.745829762821356,130047.30689635604,9902.219117783012,2312.636874504223,88
1200p.h5,5,22.372233270137734,6.30901420106431,4.04151013573353,130213.45711791108,9558.671336624955,2266.338761972364,82
1200p.h5,6,23.604591385076333,6.3580255239939625,4.071747958166265,130382.99596432243,9300.94377535344,2236.754728347769,85
1200p.h5,7,23.365322235097185,6.00766522946322,2.88649534301703,130202.69307207651,9634.684208714956,2277.1405469308484,82
1200p.h5,8,23.454538769307046,6.373500811597466,4.212806080073145,130269.34392570663,9626.019484867484,2280.737188096963,86
1200p.h5,9,24.122852335800555,6.091404661605241,2.133329073385874,130246.60571823639,7645.493521611384,2007.2971443235601,85
1200p.h5,10,24.525925891792948,6.1247556915870085,4.588259212664275,129333.45608696269,9689.23616385463,2278.4913706615544,86
1200p.h5,11,23.058381391761984,6.277540647164879,4.956467648819603,129920.30757686269,9810.053456613901,2303.3111003479958,85
1200p.h5,12,23.956385844490356,6.252854273388695,4.165800162848433,130008.90777649471,9620.702339286288,2276.457891772163,86
1200p.h5,13,24.409101079633114,5.926399658351174,4.4427892321399485,129883.79749818935,9334.070195625824,2240.7064858362382,82
1200p.h5,14,23.91395436973645,6.434108421266279,2.519810244133836,129892.54678842323,8215.929035183128,2083.025573033742,84
1200p.h5,15,24.450678508330085,6.177963526653978,3.9650962040231916,130117.38889658588,9782.592054188404,2295.7824358963308,85
1200p.h5,16,24.306140116050507,5.753000259278693,2.356236683196713,130027.7794782329,8957.574074202721,2188.3739817239407,80
1200p.h5,17,23.621605210026836,5.926186380934711,3.1868195668095405,129607.7399165364,9624.297300616616,2275.4416899989624,87
1200p.h5,18,23.099037707678907,6.008510099189193,2.600278971431027,129507.34838421654,8685.0522646609,2141.2913750924736,82
1200p.h5,19,24.922654757290452,6.092443016479465,3.278832823984733,129744.30655232958,8285.698337121814,2092.0113266820254,83
1200p.h5,20,22.170046903351082,6.0769576151045674,4.476291411027852,130270.82207483433,9657.491694160179,2280.426932442391,86
1200p.h5,21,24.912099203353097,6.3546018617307665,2.6136498458311106,130439.29144598142,8534.57089962132,2131.9559206408944,83
1200p.h5,22,22.48915100692194,6.075245208325257,3.65830382104803,129176.48261696748,9609.753744098325,2271.692871611452,86
1200p.h5,23,22.907321949286654,6.162278481516789,3.976129520393846,129401.55686268467,9784.506800163454,2293.8607808726915,84
1200p.h5,24,24.500893944823495,5.7305016505676045,3.3167010749832055,129975.83566058535,9364.576915390295,2239.9387799472015,84
1200p.h5,25,24.706421032746892,5.8312695442839555,3.0454034471457114,130077.96204236252,7834.263756911383,2034.2568052234703,85
1200p.h5,26,22.792133598352656,6.141907696001335,4.180634738272919,130107.69427005002,9878.09777656613,2312.846450460594,87
1200p.h5,27,23.928367776956886,6.041529037596524,3.692371213628016,130371.17989916717,8950.478291620833,2183.670405255059,83
1200p.h5,28,23.055084212973668,5.701313834448901,3.4631872742887535,130063.4500949029,9441.826676749812,2252.665689746749,86
1200p.h5,29,25.487220463916746,6.405643065951445,2.492497681421401,130367.23542222157,7674.501139406475,2016.7006816804812,84
1200p.h5,30,23.443632886099344,5.801857012296032,4.207840473204684,130161.33364789266,9635.587752334326,2277.7358766190073,86
1200p.h5,31,23.563675297278845,6.275217321222399,3.3495458805310285,129872.78228507849,8968.364865317899,2183.5009146494845,80
1200p.h5,32,23.716359259933217,6.1052582350284235,4.3957657994187995,129917.01826560982,9583.944021266112,2269.7189098621625,84
1200p.h5,33,23.60940658470613,6.3070879674521425,2.7006484601611613,130213.72722062214,7698.531023729106,2017.552580020378,85
1200p.h5,34,23.813463643005104,6.225571972116588,4.481246278243568,129558.3745095149,9620.663019319722,2278.0818956260027,86
1200p.h5,35,23.937726848922598,6.119721945040256,4.940225887319554,129365.70090501703,9376.493796126979,2243.0285681344953,86
1200p.h5,36,22.733437483818992,6.115632059546221,3.3379437112560657,130135.98592019579,9088.833627208945,2206.265883463644,81
1200p.h5,37,23.682055198190263,6.266962939328406,2.8004342684541967,129834.98420468242,9284.823921383695,2230.850909530909,85
1200p.h5,38,23.35623597440877,6.157574076957862,4.066766413285569,130639.90256530535,9762.665714724577,2303.1824777961874,86
1200p.h5,39,23.32620425864278,5.8604240890179975,3.2706869159488066,129769.3831376576,9651.2573141354,2275.0311626802945,85
1200p.h5,40,23.283351372895684,6.030983890497042,3.8598171343458048,130270.43463411613,9778.1108466576,2301.9190588740335,86
1200p.h5,41,22.9316364636917,6.697770952496774,3.6404597374549255,130464.91458165969,7860.1313090116855,2035.0969745529032,85
1200p.h5,42,23.30252233267727,6.174208146216476,4.532909927191232,129795.95710016837,9715.209363779279,2283.6228473808987,85
1200p500a.h5,0,21.1310429180868,6.571122185969346,3.7166083914387213,129903.95014627489,7723.651276718969,2012.5371712485241,86
1200p500a.h5,1,24.28776348035568,6.418696626074404,2.2817317830696644,129446.91750014864,7880.46519890258,2034.2220375262773,84
1200p500a.h5,2,25.553696313850818,5.817853356220302,2.7942853609239586,130443.79486828054,7820.231763610891,2031.538879688089,84
1200p500a.h5,3,23.027059861467905,6.337397506581849,4.081461712686933,129866.40675293212,9400.732296489232,2243.8799990650296,84
1200p500a.h5,4,23.002762596582237,6.236722845071254,3.745829762821356,130047.30689635604,9902.219117783012,2312.636874504223,88
1200p500a.h5,5,22.372233270137734,6.30901420106431,4.04151013573353,130213.45711791108,9558.671336624955,2266.338761972364,82
1200p500a.h5,6,23.604591385076333,6.3580255239939625,4.071747958166265,130382.99596432243,9300.94377535344,2236.754728347769,85
1200p500a.h5,7,23.365322235097185,6.00766522946322,2.88649534301703,130202.69307207651,9634.684208714956,2277.1405469308484,82
1200p500a.h5,8,23.454538769307046,6.373500811597466,4.212806080073145,130269.34392570663,9626.019484867484,2280.737188096963,86
1200p500a.h5,9,24.122852335800555,6.091404661605241,2.133329073385874,130246.60571823639,7645.493521611384,2007.2971443235601,85
1200p500a.h5,10,24.525925891792948,6.1247556915870085,4.588259212664275,129333.45608696269,9689.23616385463,2278.4913706615544,86
1200p500a.h5,11,23.058381391761984,6.277540647164879,4.956467648819603,129920.30757686269,9810.053456613901,2303.3111003479958,85
1200p500a.h5,12,23.956385844490356,6.252854273388695,4.165800162848433,130008.90777649471,9620.702339286288,2276.457891772163,86
1200p500a.h5,13,24.409101079633114,5.926399658351174,4.4427892321399485,129883.79749818935,9334.070195625824,2240.7064858362382,82
1200p500a.h5,14,23.91395436973645,6.434108421266279,2.519810244133836,129892.54678842323,8215.929035183128,2083.025573033742,84
1200p500a.h5,15,24.450678508330085,6.177963526653978,3.9650962040231916,130117.38889658588,9782.592054188404,2295.7824358963308,85
1200p500a.h5,16,24.306140116050507,5.753000259278693,2.356236683196713,130027.7794782329,8957.574074202721,2188.3739817239407,80
1200p500a.h5,17,23.621605210026836,5.926186380934711,3.1868195668095405,129607.7399165364,9624.297300616616,2275.4416899989624,87
1200p500a.h5,18,23.099037707678907,6.008510099189193,2.600278971431027,129507.34838421654,8685.0522646609,2141.2913750924736,82
1200p500a.h5,19,24.922654757290452,6.092443016479465,3.278832823984733,129744.30655232958,8285.698337121814,2092.0113266820254,83
1200p500a.h5,20,22.170046903351082,6.0769576151045674,4.476291411027852,130270.82207483433,9657.491694160179,2280.426932442391,86
1200p500a.h5,21,24.912099203353097,6.3546018617307665,2.6136498458311106,130439.29144598142,8534.57089962132,2131.9559206408944,83
1200p500a.h5,22,22.48915100692194,6.075245208325257,3.65830382104803,129176.48261696748,9609.753744098325,2271.692871611452,86
1200p500a.h5,23,22.907321949286654,6.162278481516789,3.976129520393846,129401.55686268467,9784.506800163454,2293.8607808726915,84
1200p500a.h5,24,24.500893944823495,5.7305016505676045,3.3167010749832055,129975.83566058535,9364.576915390295,2239.9387799472015,84
1200p500a.h5,25,24.706421032746892,5.8312695442839555,3.0454034471457114,130077.96204236252,7834.263756911383,2034.2568052234703,85
1200p500a.h5,26,22.792133598352656,6.141907696001335,4.180634738272919,130107.69427005002,9878.09777656613,2312.846450460594,87
1200p500a.h5,27,23.928367776956886,6.041529037596524,3.692371213628016,130371.17989916717,8950.478291620833,2183.670405255059,83
1200p500a.h5,28,23.055084212973668,5.701313834448901,3.4631872742887535,130063.4500949029,9441.826676749812,2252.665689746749,86
1200p500a.h5,29,25.487220463916746,6.405643065951445,2.492497681421401,130367.23542222157,7674.501139406475,2016.7006816804812,84
1200p500a.h5,30,23.443632886099344,5.801857012296032,4.207840473204684,130161.33364789266,9635.587752334326,2277.7358766190073,86
1200p500a.h5,31,23.563675297278845,6.275217321222399,3.3495458805310285,129872.78228507849,8968.364865317899,2183.5009146494845,80
1200p500a.h5,32,23.716359259933217,6.1052582350284235,4.3957657994187995,129917.01826560982,9583.944021266112,2269.7189098621625,84
1200p500a.h5,33,23.60940658470613,6.3070879674521425,2.7006484601611613,130213.72722062214,7698.531023729106,2017.552580020378,85
1200p500a.h5,34,23.813463643005104,6.225571972116588,4.481246278243568,129558.3745095149,9620.663019319722,2278.0818956260027,86
1200p500a.h5,35,23.937726848922598,6.119721945040256,4.940225887319554,129365.70090501703,9376.493796126979,2243.0285681344953,86
1200p500a.h5,36,22.733437483818992,6.115632059546221,3.3379437112560657,130135.98592019579,9088.833627208945,2206.265883463644,81
1200p500a.h5,37,23.682055198190263,6.266962939328406,2.8004342684541967,129834.98420468242,9284.823921383695,2230.850909530909,85
1200p500a.h5,38,23.35623597440877,6.157574076957862,4.066766413285569,130639.90256530535,9762.665714724577,2303.1824777961874,86
1200p500a.h5,39,23.32620425864278,5.8604240890179975,3.2706869159488066,129769.3831376576,9651.2573141354,2275.0311626802945,85
1200p500a.h5,40,23.283351372895684,6.030983890497042,3.8598171343458048,130270.43463411613,9778.1108466576,2301.9190588740335,86
1200p500a.h5,41,22.9316364636917,6.697770952496774,3.6404597374549255,130464.91458165969,7860.1313090116855,2035.0969745529032,85
1200p500a.h5,42,23.30252233267727,6.174208146216476,4.532909927191232,129795.95710016837,9715.209363779279,2283.6228473808987,85
800p.h5,0,9.492866554416608,6.225660093323392,4.358929116084065,86758.88561568016,6104.334973139171,1474.8076849935528,83
800p.h5,1,14.593394715341718,6.724385963820873,2.178595678184356,86846.58951650007,6166.313402655501,1485.9234756164954,85
800p.h5,2,14.369002993185676,6.520898197591089,3.0800255806527814,86327.81577456006,6124.83698415057,1471.6909109960866,84
800p.h5,3,13.851840488738162,5.963106592932246,4.001683254844013,86345.10005247571,6517.81503357025,1524.5870826802784,88
800p.h5,4,13.91884844894202,6.161541875366297,3.9137007001072384,87245.30416519554,6633.02507482293,1552.0982536044426,87
800p.h5,5,13.783076474515216,6.326280653587893,3.84741073677855,86160.1727065933,6553.5286982843845,1526.2015612949974,85
800p.h5,6,13.542961534372365,6.16974833174345,4.3450131908117156,86423.51611878129,6528.880042761324,1531.5116259635015,87
800p.h5,7,14.469147356425653,5.747333967149228,3.515124184741582,86099.42042972264,6458.108290208636,1519.1245198846598,86
800p.h5,8,15.21760697124514,6.44678106748869,3.807326783941455,87006.9329190357,6554.579382913942,1537.6808432377263,86
800p.h5,9,13.621706873139045,6.55662754028556,3.8026227293330295,87007.48717462167,6167.569920439841,1489.0799917607178,85
800p.h5,10,14.423989629451832,5.9685474168285735,3.9653734417206805,87151.82474642311,6573.326787958622,1543.6415416252144,87
800p.h5,11,13.674271321393487,6.158808582585761,3.497353806758644,86513.02998156537,6565.456396000539,1535.2620784959154,87
800p.h5,12,13.846004533252602,6.464064902381036,4.576405726614821,86485.43032260807,6497.422697360556,1526.4508708233036,86
800p.h5,13,14.105506322007045,6.1904568429355935,3.845298423124372,87427.68869230701,6555.813166167733,1540.9191309033997,87
800p.h5,14,13.644387498061985,6.633763936052615,3.0646463788961857,86571.10050287399,6343.003262380453,1506.212585766122,85
800p.h5,15,14.55524273504877,6.300412544128712,2.8224390834155875,86546.89441606432,6579.6283826467325,1532.295124485713,86
800p.h5,16,15.646913307840101,6.213399639587661,2.707518308467955,86225.03882038385,6287.2091560241515,1494.9873751167165,86
800p.h5,17,15.039643786746007,6.4088815184864565,3.5225301274755014,86466.73721536197,6449.30580979767,1522.7482573163752,86
800p.h5,18,14.859684925766516,6.481151100256066,3.176750463641453,87117.24190959353,6408.656205377579,1521.2876739602705,83
800p.h5,19,14.01492949831283,6.213735833367989,3.282744944006033,87037.3312822191,6333.9110714847875,1512.0576393718202,86
800p.h5,20,14.096963400231113,5.603781496239961,4.166677487250341,86621.8337118787,6510.798422455669,1532.959325498565,86
800p.h5,21,14.160980640283482,6.332016647718706,3.892962953083157,86765.76102214296,6381.580966379181,1507.8993265319457,84
800p.h5,22,13.829922757207502,6.267834664855107,3.311754002265587,86518.7635693674,6587.148674247618,1537.165193832241,85
800p.h5,23,14.764577505185025,6.30912359252279,4.349335477421652,86729.46719244629,6589.776029701066,1542.2943686206313,86
800p.h5,24,14.629104316092027,6.303298681940594,4.531347913437585,86493.21434444668,6547.798494378366,1534.2303758917035,85
800p.h5,25,13.929424777592693,6.342370621992707,2.351602210018046,87432.9842309837,6196.020474049921,1493.6028488548939,85
800p.h5,26,13.427115512107243,6.30945832727689,3.8391797251461535,86243.41774623038,6545.624571604009,1533.0714373073918,87
800p.h5,27,14.445562180779818,6.0619418637327716,4.72053636200215,86642.03846861422,6427.449089626287,1517.3482348227114,83
800p.h5,28,15.332715738014615,6.115811869474174,3.376667135174097,86116.2153491191,6483.439209631693,1522.8349139282166,85
800p.h5,29,14.63996671976367,6.4664020785090495,3.0803472051482776,86626.41817263394,6137.226302283122,1477.4892838386818,81
800p.h5,30,14.526792392199544,6.024096531506982,2.6603022518279564,86548.03725491214,6522.52308011038,1528.5874374181774,87
800p.h5,31,13.992463037538238,6.145855523598878,3.247456461573084,86710.57451056971,6421.448646429918,1518.3541589994543,83
800p.h5,32,14.665930179364272,6.032500979646863,3.069702288051765,87182.89272629916,6617.465350264418,1547.596901832115,85
800p.h5,33,13.12974396763412,6.511803729206486,2.7065834433234675,86357.60410711051,6072.037931606304,1469.7679649619165,83
800p.h5,34,13.927569405293049,5.551189065771741,3.52052102358865,86416.25450831902,6510.129185392541,1530.5254105865667,87
800p.h5,35,14.037127682734862,6.33594629483993,3.952252622525802,86549.51420087811,6503.422285008699,1524.6537399969372,85
800p.h5,36,14.125449891013497,6.2277420872487435,3.670734929790043,86380.2152842568,6452.337509063614,1520.4176558410675,85
800p.h5,37,13.617136761535663,6.562751280855381,3.9307763686346573,86154.0682603269,6361.2503963724985,1507.7261015444617,85
800p.h5,38,14.011863238751639,6.114445440048578,3.807302953341749,86911.34969343437,6645.52946600565,1549.8369521630277,85
800p.h5,39,14.218191323569227,5.927383653427884,2.895661425192613,86278.73511844676,6481.648573355753,1529.7399587551356,87
800p.h5,40,14.150972050796357,6.088355034599201,4.477362817382969,86171.52112859164,6518.70622519876,1528.7596617052936,86
800p.h5,41,10.184042338949348,6.405383177343071,2.256857321461108,86893.06365526118,6092.261563906778,1475.7084709209992,82
800p.h5,42,13.727037526946335,6.2281851061394935,4.30300527410366,86879.38868892679,6612.649062364567,1546.5428771061477,87
